id_l,id_r,panda_label,panda_soft_label
1536,1260,-1,8.242534336096369e-09
1536,1261,-1,8.242534336096369e-09
1536,1262,-1,8.242534336096369e-09
1756,10088,-1,1.7917596139925853e-06
203,8263,-1,1.7917596139925853e-06
203,8264,-1,1.7917596139925853e-06
715,9462,-1,8.37703263833133e-08
715,9463,-1,8.37703263833133e-08
1866,1507,-1,7.050574245865882e-05
1827,5946,-1,1.7917596139925853e-06
1827,5948,-1,1.7917596139925853e-06
1545,1244,-1,8.242534336096369e-09
1545,1245,-1,8.242534336096369e-09
1545,1246,-1,8.242534336096369e-09
205,6068,-1,0.0005478290533882758
205,6069,-1,0.0005478290533882758
205,6070,-1,0.0005478290533882758
205,6071,-1,0.0005478290533882758
1584,9559,-1,1.805615705327203e-08
1631,2,-1,1.7917596139925853e-06
1631,5,-1,1.7917596139925853e-06
1554,1284,-1,8.242534336096369e-09
1806,1507,-1,7.050574245865882e-05
205,6091,-1,1.7917596139925853e-06
1474,5212,-1,8.242534336096369e-09
981,5724,-1,1.7917596139925853e-06
1012,6361,-1,7.050574245865882e-05
1012,6362,-1,7.050574245865882e-05
1012,6363,-1,7.050574245865882e-05
770,1740,-1,8.37703263833133e-08
770,1741,-1,8.37703263833133e-08
770,1742,-1,8.37703263833133e-08
1336,1656,-1,8.242534336096369e-09
1336,1657,-1,8.242534336096369e-09
498,5953,-1,1.7917596139925853e-06
498,5955,-1,1.7917596139925853e-06
384,12226,-1,8.37703263833133e-08
384,12227,-1,8.37703263833133e-08
384,12228,-1,8.37703263833133e-08
1261,10905,-1,1.7917596139925853e-06
1261,10906,-1,1.7917596139925853e-06
111,1507,-1,3.2965783510884724e-06
214,1689,-1,1.7917596139925853e-06
214,1690,-1,1.7917596139925853e-06
214,1691,-1,1.7917596139925853e-06
214,1692,-1,1.7917596139925853e-06
214,1693,-1,1.7917596139925853e-06
1594,2339,-1,8.242534336096369e-09
1594,2340,-1,8.242534336096369e-09
1594,2341,-1,8.242534336096369e-09
1594,2342,-1,8.242534336096369e-09
1594,2343,-1,8.242534336096369e-09
1594,2344,-1,8.242534336096369e-09
1594,2345,-1,8.242534336096369e-09
1594,2346,-1,8.242534336096369e-09
863,8616,-1,8.37703263833133e-08
503,14446,-1,8.37703263833133e-08
503,14447,-1,8.37703263833133e-08
465,8753,-1,8.37703263833133e-08
1311,8606,-1,2.218544181270536e-06
1133,9872,-1,2.1762916944156335e-06
1133,9873,-1,2.1762916944156335e-06
1033,1894,-1,1.7917596139925853e-06
1033,1895,-1,1.7917596139925853e-06
667,12562,-1,1.7917596139925853e-06
667,12563,-1,1.7917596139925853e-06
845,8395,-1,1.7917596139925853e-06
1454,6361,-1,8.242534336096369e-09
1454,6362,-1,8.242534336096369e-09
1454,6363,-1,8.242534336096369e-09
978,5946,-1,1.7917596139925853e-06
978,5948,-1,1.7917596139925853e-06
1124,2601,-1,1.7917596139925853e-06
1124,2602,-1,1.7917596139925853e-06
1124,2603,-1,1.7917596139925853e-06
196,10809,-1,8.37703263833133e-08
196,10810,-1,8.37703263833133e-08
196,10811,-1,8.37703263833133e-08
894,4465,-1,8.37703263833133e-08
894,4466,-1,8.37703263833133e-08
894,4467,-1,8.37703263833133e-08
119,1507,-1,8.37703263833133e-08
440,16340,-1,8.37703263833133e-08
440,16341,-1,8.37703263833133e-08
551,16878,-1,1.7917596139925853e-06
1554,1283,-1,8.242534336096369e-09
1167,4976,-1,8.242534336096369e-09
1167,4977,-1,8.242534336096369e-09
326,8722,-1,8.37703263833133e-08
1546,1284,-1,8.242534336096369e-09
611,4917,-1,1.7917596139925853e-06
586,3455,-1,1.7917596139925853e-06
65,4613,-1,1.7917596139925853e-06
962,2339,-1,8.242534336096369e-09
962,2340,-1,8.242534336096369e-09
962,2341,-1,8.242534336096369e-09
962,2342,-1,8.242534336096369e-09
962,2343,-1,8.242534336096369e-09
962,2344,-1,8.242534336096369e-09
962,2346,-1,8.242534336096369e-09
1454,5908,-1,8.242534336096369e-09
1088,13535,-1,1.7917596139925853e-06
1474,5228,-1,1.818633645966582e-08
1474,5229,-1,1.818633645966582e-08
633,16247,-1,1.7917596139925853e-06
633,16248,-1,1.7917596139925853e-06
9,16357,-1,8.37703263833133e-08
9,16358,-1,8.37703263833133e-08
9,16359,-1,8.37703263833133e-08
9,16360,-1,8.37703263833133e-08
1140,2604,-1,1.7917596139925853e-06
233,16689,-1,8.37703263833133e-08
233,16690,-1,8.37703263833133e-08
233,16691,-1,8.37703263833133e-08
233,16692,-1,8.37703263833133e-08
233,16693,-1,8.37703263833133e-08
233,16694,-1,8.37703263833133e-08
640,8822,-1,8.37703263833133e-08
640,8824,-1,8.37703263833133e-08
1316,1411,-1,7.050574245865882e-05
1202,16508,-1,8.242534336096369e-09
1542,1272,-1,8.242534336096369e-09
1542,1273,-1,8.242534336096369e-09
1542,1274,-1,8.242534336096369e-09
841,15350,-1,8.37703263833133e-08
542,15031,-1,1.7917596139925853e-06
542,15032,-1,1.7917596139925853e-06
845,8396,-1,1.7917596139925853e-06
981,5723,-1,1.7917596139925853e-06
64,4613,-1,8.37703263833133e-08
1081,14941,-1,1.7917596139925853e-06
1585,5416,-1,8.242534336096369e-09
1585,5417,-1,8.242534336096369e-09
1585,5419,-1,8.242534336096369e-09
198,4262,-1,8.37703263833133e-08
198,4263,-1,8.37703263833133e-08
1542,1283,-1,8.242534336096369e-09
1569,13223,-1,8.242534336096369e-09
1569,13224,-1,8.242534336096369e-09
1474,12438,-1,1.7917596139925853e-06
1474,12439,-1,1.7917596139925853e-06
1474,12440,-1,1.7917596139925853e-06
605,16357,-1,1.7917596139925853e-06
605,16358,-1,1.7917596139925853e-06
605,16359,-1,1.7917596139925853e-06
605,16360,-1,1.7917596139925853e-06
438,6490,-1,8.37703263833133e-08
438,6491,-1,8.37703263833133e-08
275,9130,-1,1.7917596139925853e-06
275,9131,-1,1.7917596139925853e-06
1542,1284,-1,8.242534336096369e-09
656,16246,-1,1.7917596139925853e-06
656,16247,-1,1.7917596139925853e-06
656,16248,-1,1.7917596139925853e-06
933,10352,-1,8.37703263833133e-08
740,3589,-1,1.7917596139925853e-06
740,3590,-1,1.7917596139925853e-06
442,3826,-1,1.7917596139925853e-06
442,3827,-1,1.7917596139925853e-06
169,16363,-1,8.37703263833133e-08
169,16364,-1,8.37703263833133e-08
725,17044,0,0.5
725,17045,0,0.5
960,15630,-1,8.242534336096369e-09
325,9987,-1,1.7917596139925853e-06
325,9988,-1,1.7917596139925853e-06
1819,2608,-1,1.7917596139925853e-06
1819,2609,-1,1.7917596139925853e-06
1819,2610,-1,1.7917596139925853e-06
1819,2611,-1,1.7917596139925853e-06
558,1689,-1,8.37703263833133e-08
558,1690,-1,8.37703263833133e-08
558,1691,-1,8.37703263833133e-08
558,1692,-1,8.37703263833133e-08
558,1693,-1,8.37703263833133e-08
272,11543,-1,1.7917596139925853e-06
272,11544,-1,1.7917596139925853e-06
1202,8143,-1,8.242534336096369e-09
1202,8144,-1,8.242534336096369e-09
1123,5322,-1,1.7917596139925853e-06
1840,6525,-1,1.7917596139925853e-06
1840,6526,-1,1.7917596139925853e-06
1319,16730,-1,1.7917596139925853e-06
326,8717,-1,8.37703263833133e-08
326,8718,-1,8.37703263833133e-08
326,8719,-1,8.37703263833133e-08
326,8720,-1,8.37703263833133e-08
326,8721,-1,8.37703263833133e-08
1337,4123,-1,8.242534336096369e-09
1337,4122,-1,8.242534336096369e-09
664,3894,-1,1.7917596139925853e-06
664,3895,-1,1.7917596139925853e-06
217,14740,-1,1.7917596139925853e-06
217,14741,-1,1.7917596139925853e-06
507,735,-1,1.7917596139925853e-06
507,738,-1,1.7917596139925853e-06
1589,12501,-1,1.7917596139925853e-06
1589,12502,-1,1.7917596139925853e-06
1239,14946,-1,1.7917596139925853e-06
551,16877,-1,1.7917596139925853e-06
659,8823,-1,8.37703263833133e-08
659,8825,-1,8.37703263833133e-08
1499,15524,-1,1.818633645966582e-08
1477,11106,-1,1.7262682650525792e-08
1477,11107,-1,1.7262682650525792e-08
273,14714,-1,1.7917596139925853e-06
273,14715,-1,1.7917596139925853e-06
667,12564,-1,8.37703263833133e-08
814,187,-1,1.7917596139925853e-06
654,16246,-1,1.7917596139925853e-06
654,16247,-1,1.7917596139925853e-06
654,16248,-1,1.7917596139925853e-06
273,14672,-1,1.7917596139925853e-06
299,8566,-1,1.7917596139925853e-06
503,14448,-1,1.7917596139925853e-06
503,14449,-1,1.7917596139925853e-06
1100,2376,-1,1.7917596139925853e-06
1100,2377,-1,1.7917596139925853e-06
1100,2378,-1,1.7917596139925853e-06
1100,2379,-1,1.7917596139925853e-06
1100,2380,-1,1.7917596139925853e-06
1100,2381,-1,1.7917596139925853e-06
1100,2382,-1,1.7917596139925853e-06
213,4416,-1,1.7917596139925853e-06
213,4417,-1,1.7917596139925853e-06
1286,6525,-1,8.242534336096369e-09
1286,6526,-1,8.242534336096369e-09
306,5476,-1,8.37703263833133e-08
306,5477,-1,8.37703263833133e-08
306,5478,-1,8.37703263833133e-08
306,5479,-1,8.37703263833133e-08
1581,115,-1,1.7917596139925853e-06
500,7125,-1,3.925033609061751e-06
500,7126,-1,3.925033609061751e-06
500,7127,-1,3.925033609061751e-06
501,7125,-1,3.925033609061751e-06
501,7126,-1,3.925033609061751e-06
501,7127,-1,3.925033609061751e-06
500,7124,-1,3.925033609061751e-06
501,7124,-1,3.925033609061751e-06
1827,5950,-1,1.7917596139925853e-06
1827,5951,-1,1.7917596139925853e-06
1827,5952,-1,1.7917596139925853e-06
1065,16357,-1,8.242534336096369e-09
1065,16358,-1,8.242534336096369e-09
1065,16359,-1,8.242534336096369e-09
1065,16360,-1,8.242534336096369e-09
279,2024,-1,1.7917596139925853e-06
279,2025,-1,1.7917596139925853e-06
754,8456,-1,8.37703263833133e-08
754,8457,-1,8.37703263833133e-08
659,8822,-1,8.37703263833133e-08
659,8824,-1,8.37703263833133e-08
322,4460,-1,8.37703263833133e-08
322,4461,-1,8.37703263833133e-08
322,4462,-1,8.37703263833133e-08
322,4463,-1,8.37703263833133e-08
528,16844,-1,1.7917596139925853e-06
528,16848,-1,1.7917596139925853e-06
64,4612,-1,8.37703263833133e-08
1007,7875,-1,1.7917596139925853e-06
1007,7876,-1,1.7917596139925853e-06
46,3280,-1,1.7917596139925853e-06
46,3281,-1,1.7917596139925853e-06
46,3282,-1,1.7917596139925853e-06
46,3283,-1,1.7917596139925853e-06
46,3284,-1,1.7917596139925853e-06
46,3296,-1,1.7917596139925853e-06
46,3297,-1,1.7917596139925853e-06
46,3298,-1,1.7917596139925853e-06
46,3299,-1,1.7917596139925853e-06
46,3301,-1,1.7917596139925853e-06
1425,3760,-1,8.242534336096369e-09
1425,3761,-1,8.242534336096369e-09
1425,3762,-1,8.242534336096369e-09
299,8572,-1,1.7917596139925853e-06
299,8573,-1,1.7917596139925853e-06
1427,4340,-1,8.242534336096369e-09
667,12565,-1,8.37703263833133e-08
1395,9101,-1,1.7917596139925853e-06
1239,14947,-1,1.7917596139925853e-06
1291,2347,-1,2.1762916944156335e-06
1291,2348,-1,2.1762916944156335e-06
1291,2350,-1,2.1762916944156335e-06
1291,2353,-1,2.1762916944156335e-06
1291,2354,-1,2.1762916944156335e-06
1291,2355,-1,2.1762916944156335e-06
1291,2356,-1,2.1762916944156335e-06
768,12701,-1,8.37703263833133e-08
768,12702,-1,8.37703263833133e-08
813,6183,-1,8.37703263833133e-08
813,6184,-1,8.37703263833133e-08
813,6185,-1,8.37703263833133e-08
382,8174,-1,8.37703263833133e-08
382,8175,-1,8.37703263833133e-08
1844,3165,-1,1.7917596139925853e-06
1844,3166,-1,1.7917596139925853e-06
634,3097,-1,1.7917596139925853e-06
634,3098,-1,1.7917596139925853e-06
500,14446,-1,1.7917596139925853e-06
500,14447,-1,1.7917596139925853e-06
501,14446,-1,1.7917596139925853e-06
501,14447,-1,1.7917596139925853e-06
947,613,-1,8.242534336096369e-09
947,623,-1,8.242534336096369e-09
947,633,-1,8.242534336096369e-09
213,16473,-1,1.7917596139925853e-06
213,16474,-1,1.7917596139925853e-06
152,12599,-1,1.7917596139925853e-06
152,12600,-1,1.7917596139925853e-06
952,1181,-1,8.242534336096369e-09
952,1183,-1,8.242534336096369e-09
953,1181,-1,8.242534336096369e-09
953,1183,-1,8.242534336096369e-09
418,5931,-1,1.7917596139925853e-06
418,5932,-1,1.7917596139925853e-06
65,4612,-1,1.7917596139925853e-06
279,13293,-1,1.7917596139925853e-06
279,13295,-1,1.7917596139925853e-06
279,13299,-1,1.7917596139925853e-06
1546,1272,-1,8.242534336096369e-09
1546,1273,-1,8.242534336096369e-09
1546,1274,-1,8.242534336096369e-09
675,1303,-1,1.7917596139925853e-06
1395,9100,-1,1.7917596139925853e-06
528,16847,-1,1.7917596139925853e-06
528,16851,-1,1.7917596139925853e-06
862,8607,-1,8.37703263833133e-08
239,13318,-1,1.7917596139925853e-06
239,13319,-1,1.7917596139925853e-06
1167,7124,-1,8.242534336096369e-09
1167,7125,-1,8.242534336096369e-09
1167,7126,-1,8.242534336096369e-09
1167,7127,-1,8.242534336096369e-09
1122,5321,-1,1.7917596139925853e-06
987,3357,-1,1.7917596139925853e-06
987,3363,-1,1.7917596139925853e-06
499,14446,-1,1.7917596139925853e-06
499,14447,-1,1.7917596139925853e-06
1833,2174,-1,1.7917596139925853e-06
1833,2175,-1,1.7917596139925853e-06
1833,2176,-1,1.7917596139925853e-06
1833,2177,-1,1.7917596139925853e-06
836,9874,-1,8.37703263833133e-08
969,15619,-1,8.242534336096369e-09
1427,2616,-1,8.242534336096369e-09
1427,2617,-1,8.242534336096369e-09
1427,2618,-1,8.242534336096369e-09
105,7972,-1,6.406726616356386e-06
105,7973,-1,6.406726616356386e-06
105,7974,-1,6.406726616356386e-06
105,7975,-1,6.406726616356386e-06
1719,2199,-1,1.7917596139925853e-06
1809,13868,-1,1.7917596139925853e-06
1809,13869,-1,1.7917596139925853e-06
1809,13870,-1,1.7917596139925853e-06
1165,11840,-1,8.242534336096369e-09
1165,11841,-1,8.242534336096369e-09
1337,15103,-1,2.5215187212890593e-06
1337,15104,-1,2.5215187212890593e-06
1337,15105,-1,2.5215187212890593e-06
97,2248,-1,8.37703263833133e-08
97,2249,-1,8.37703263833133e-08
1161,2594,-1,1.7917596139925853e-06
1161,2595,-1,1.7917596139925853e-06
889,8606,-1,1.7917596139925853e-06
316,8655,-1,1.7917596139925853e-06
316,8656,-1,1.7917596139925853e-06
339,5671,-1,1.7917596139925853e-06
339,5672,-1,1.7917596139925853e-06
1089,5722,-1,1.7917596139925853e-06
217,14742,-1,1.7917596139925853e-06
1600,6425,-1,1.7917596139925853e-06
1600,6426,-1,1.7917596139925853e-06
963,15701,-1,2.218544181270536e-06
659,8814,-1,8.37703263833133e-08
659,8815,-1,8.37703263833133e-08
687,1374,-1,1.7917596139925853e-06
687,1375,-1,1.7917596139925853e-06
687,1376,-1,1.7917596139925853e-06
466,9013,-1,1.7917596139925853e-06
439,16357,-1,8.37703263833133e-08
439,16358,-1,8.37703263833133e-08
439,16359,-1,8.37703263833133e-08
439,16360,-1,8.37703263833133e-08
29,8628,-1,8.37703263833133e-08
