id_l,id_r,panda_label,panda_soft_label
162,3879,-1,5.575885062824203e-06
1647,15653,-1,5.575885062824203e-06
1647,15654,-1,5.575885062824203e-06
378,15178,-1,5.575885062824203e-06
1551,1259,-1,4.795263873967413e-08
1551,1260,-1,4.795263873967413e-08
1551,1261,-1,4.795263873967413e-08
1551,1262,-1,4.795263873967413e-08
465,8753,-1,2.956569889800443e-07
446,3836,-1,2.956569889800443e-07
446,3837,-1,2.956569889800443e-07
503,14446,-1,2.956569889800443e-07
503,14447,-1,2.956569889800443e-07
1442,15104,0,0.5
1442,15105,0,0.5
359,14729,-1,2.956569889800443e-07
359,14730,-1,2.956569889800443e-07
359,14731,-1,2.956569889800443e-07
359,14732,-1,2.956569889800443e-07
359,14733,-1,2.956569889800443e-07
359,14734,-1,2.956569889800443e-07
834,1441,-1,2.956569889800443e-07
834,1443,-1,2.956569889800443e-07
834,1444,-1,2.956569889800443e-07
841,3717,-1,2.956569889800443e-07
984,3357,0,0.5
324,4460,-1,5.575885062824203e-06
324,4461,-1,5.575885062824203e-06
324,4462,-1,5.575885062824203e-06
324,4463,-1,5.575885062824203e-06
795,2527,-1,5.575885062824203e-06
960,15631,-1,4.795263873967413e-08
273,14717,-1,5.575885062824203e-06
889,8607,-1,5.575885062824203e-06
201,11742,-1,5.575885062824203e-06
201,11743,-1,5.575885062824203e-06
201,11744,-1,5.575885062824203e-06
667,12564,-1,2.956569889800443e-07
960,15629,-1,4.795263873967413e-08
660,8814,-1,6.858096507498553e-06
660,8815,-1,6.858096507498553e-06
667,12565,-1,2.956569889800443e-07
1825,5944,-1,5.575885062824203e-06
378,15176,-1,5.575885062824203e-06
237,8332,-1,2.956569889800443e-07
161,8533,-1,2.956569889800443e-07
1567,15525,-1,4.795263873967413e-08
586,1907,-1,0.000129323770715616
304,3822,-1,6.858096507498553e-06
304,3823,-1,6.858096507498553e-06
1825,5950,-1,5.575885062824203e-06
1825,5951,-1,5.575885062824203e-06
1825,5952,-1,5.575885062824203e-06
667,12562,-1,5.575885062824203e-06
667,12563,-1,5.575885062824203e-06
659,8814,-1,6.858096507498553e-06
659,8815,-1,6.858096507498553e-06
961,6760,-1,5.8979738393093735e-08
961,6761,-1,5.8979738393093735e-08
907,13165,-1,2.956569889800443e-07
907,13166,-1,2.956569889800443e-07
697,6340,-1,2.956569889800443e-07
697,6341,-1,2.956569889800443e-07
389,14906,-1,2.956569889800443e-07
389,14907,-1,2.956569889800443e-07
389,14908,-1,2.956569889800443e-07
586,1910,-1,0.000129323770715616
471,13165,-1,5.575885062824203e-06
471,13166,-1,5.575885062824203e-06
224,13165,-1,5.575885062824203e-06
224,13166,-1,5.575885062824203e-06
1806,1507,-1,0.000129323770715616
1428,3375,-1,9.954713010083289e-05
28,10523,-1,6.858096507498553e-06
28,10524,-1,6.858096507498553e-06
28,10525,-1,6.858096507498553e-06
494,6308,-1,5.575885062824203e-06
497,6308,-1,2.956569889800443e-07
1630,1351,0,0.5
1630,1354,0,0.5
1540,1259,-1,4.795263873967413e-08
1540,1260,-1,4.795263873967413e-08
1540,1261,-1,4.795263873967413e-08
1540,1262,-1,4.795263873967413e-08
465,8755,-1,5.575885062824203e-06
465,8756,-1,5.575885062824203e-06
198,4262,-1,6.858096507498553e-06
198,4263,-1,6.858096507498553e-06
640,8823,-1,6.858096507498553e-06
640,8825,-1,6.858096507498553e-06
1029,12598,-1,4.795263873967413e-08
1402,6331,-1,2.5426382371319157e-09
1402,6332,-1,2.5426382371319157e-09
128,4589,-1,2.956569889800443e-07
1336,1656,-1,4.795263873967413e-08
1336,1657,-1,4.795263873967413e-08
1167,4976,-1,1.1123215234296987e-06
1167,4977,-1,1.1123215234296987e-06
273,14714,-1,5.575885062824203e-06
152,12594,-1,5.575885062824203e-06
152,12595,-1,5.575885062824203e-06
152,12596,-1,5.575885062824203e-06
152,12597,-1,5.575885062824203e-06
1428,3370,-1,9.954713010083289e-05
1428,3371,-1,9.954713010083289e-05
1428,3372,-1,9.954713010083289e-05
1044,16241,-1,4.795263873967413e-08
1044,16242,-1,4.795263873967413e-08
795,2528,-1,5.575885062824203e-06
1557,1261,-1,4.795263873967413e-08
1557,1262,-1,4.795263873967413e-08
1557,1259,-1,4.795263873967413e-08
1557,1260,-1,4.795263873967413e-08
244,16913,-1,2.956569889800443e-07
244,16914,-1,2.956569889800443e-07
258,14781,-1,2.956569889800443e-07
258,14782,-1,2.956569889800443e-07
258,14783,-1,2.956569889800443e-07
258,14784,-1,2.956569889800443e-07
258,14785,-1,2.956569889800443e-07
258,14786,-1,2.956569889800443e-07
354,7122,-1,2.956569889800443e-07
354,7123,-1,2.956569889800443e-07
273,14715,-1,5.575885062824203e-06
190,13348,-1,2.956569889800443e-07
190,13349,-1,2.956569889800443e-07
322,4460,-1,2.956569889800443e-07
322,4461,-1,2.956569889800443e-07
322,4462,-1,2.956569889800443e-07
322,4463,-1,2.956569889800443e-07
64,4612,-1,2.956569889800443e-07
1402,6342,-1,2.5426382371319157e-09
1402,6343,-1,2.5426382371319157e-09
302,6062,-1,2.956569889800443e-07
302,6063,-1,2.956569889800443e-07
306,2010,-1,2.956569889800443e-07
306,2011,-1,2.956569889800443e-07
29,8632,-1,2.956569889800443e-07
712,9987,-1,1.9870599335369632e-07
712,9988,-1,1.9870599335369632e-07
1428,3141,0,0.5
1090,8662,-1,5.575885062824203e-06
1638,14665,0,0.5
1638,14666,0,0.5
1638,14667,0,0.5
1638,14668,0,0.5
587,8790,-1,2.956569889800443e-07
587,8792,-1,2.956569889800443e-07
926,3793,-1,4.795263873967413e-08
926,3794,-1,4.795263873967413e-08
377,7141,-1,2.956569889800443e-07
834,1442,-1,2.956569889800443e-07
100,9122,-1,2.956569889800443e-07
854,15342,-1,5.575885062824203e-06
854,15343,-1,5.575885062824203e-06
854,15344,-1,5.575885062824203e-06
1063,1787,-1,0.00010301751244668348
1063,1788,-1,0.00010301751244668348
444,9355,-1,2.956569889800443e-07
444,9356,-1,2.956569889800443e-07
960,15633,-1,4.795263873967413e-08
1165,11837,-1,4.795263873967413e-08
1165,11838,-1,4.795263873967413e-08
1165,11839,-1,4.795263873967413e-08
1866,1507,-1,0.000129323770715616
493,12064,-1,2.956569889800443e-07
493,12065,-1,2.956569889800443e-07
377,7140,-1,2.956569889800443e-07
962,54,-1,3.691050329904557e-08
962,55,-1,3.691050329904557e-08
962,2265,-1,3.691050329904557e-08
962,2266,-1,3.691050329904557e-08
219,3833,-1,0.000129323770715616
647,2327,-1,5.575885062824203e-06
647,2326,-1,5.575885062824203e-06
647,2328,-1,5.575885062824203e-06
440,16357,-1,2.956569889800443e-07
440,16358,-1,2.956569889800443e-07
440,16359,-1,2.956569889800443e-07
440,16360,-1,2.956569889800443e-07
383,16357,-1,2.956569889800443e-07
383,16358,-1,2.956569889800443e-07
383,16359,-1,2.956569889800443e-07
383,16360,-1,2.956569889800443e-07
1181,4641,-1,5.575885062824203e-06
1181,4650,-1,5.575885062824203e-06
345,16810,-1,5.575885062824203e-06
1543,3876,-1,4.795263873967413e-08
1543,3877,-1,4.795263873967413e-08
1543,3878,-1,4.795263873967413e-08
1543,3879,-1,4.795263873967413e-08
497,6307,-1,2.956569889800443e-07
1429,6665,0,0.5
796,3884,-1,2.956569889800443e-07
105,7972,-1,1.527105066185777e-05
105,7973,-1,1.527105066185777e-05
105,7974,-1,1.527105066185777e-05
105,7975,-1,1.527105066185777e-05
1833,2174,-1,0.000129323770715616
1833,2175,-1,0.000129323770715616
1833,2176,-1,0.000129323770715616
1833,2177,-1,0.000129323770715616
252,13214,-1,2.956569889800443e-07
252,13215,-1,2.956569889800443e-07
1045,13862,-1,4.795263873967413e-08
854,1204,0,0.5
28,10519,-1,6.858096507498553e-06
28,10520,-1,6.858096507498553e-06
28,10521,-1,6.858096507498553e-06
494,6307,-1,5.575885062824203e-06
45,2032,-1,0.000129323770715616
45,2033,-1,0.000129323770715616
1567,4889,-1,4.795263873967413e-08
1567,4890,-1,4.795263873967413e-08
1567,4891,-1,4.795263873967413e-08
887,8607,-1,2.956569889800443e-07
1180,4641,-1,5.575885062824203e-06
1180,4650,-1,5.575885062824203e-06
345,16815,-1,5.575885062824203e-06
396,2843,-1,2.956569889800443e-07
273,14718,-1,5.575885062824203e-06
353,7141,-1,2.956569889800443e-07
305,6220,-1,6.858096507498553e-06
1045,13861,-1,4.795263873967413e-08
152,12598,-1,5.575885062824203e-06
2,4641,-1,5.27887927301375e-06
2,4650,-1,5.27887927301375e-06
311,13863,-1,1.527105066185777e-05
311,13864,-1,1.527105066185777e-05
359,14735,-1,2.956569889800443e-07
359,14736,-1,2.956569889800443e-07
150,16189,-1,5.575885062824203e-06
150,16190,-1,5.575885062824203e-06
675,1303,-1,5.575885062824203e-06
190,13350,-1,2.956569889800443e-07
190,13351,-1,2.956569889800443e-07
144,10350,-1,2.956569889800443e-07
144,10351,-1,2.956569889800443e-07
217,2503,-1,0.000129323770715616
773,8903,-1,2.956569889800443e-07
773,8904,-1,2.956569889800443e-07
773,8906,-1,2.956569889800443e-07
679,1305,-1,5.575885062824203e-06
679,1306,-1,5.575885062824203e-06
854,1197,-1,5.575885062824203e-06
252,13212,-1,2.956569889800443e-07
252,13213,-1,2.956569889800443e-07
696,6342,-1,2.956569889800443e-07
696,6343,-1,2.956569889800443e-07
640,8822,-1,6.858096507498553e-06
640,8824,-1,6.858096507498553e-06
715,9132,-1,1.9870599335369632e-07
715,9133,-1,1.9870599335369632e-07
715,9134,-1,1.9870599335369632e-07
854,1198,0,0.5
620,2775,-1,5.575885062824203e-06
620,2776,-1,5.575885062824203e-06
620,2777,-1,5.575885062824203e-06
209,2592,-1,1.3308854469376763e-05
960,15630,-1,4.795263873967413e-08
1090,8661,0,0.5
234,11662,-1,2.956569889800443e-07
64,4613,-1,2.956569889800443e-07
1714,2187,-1,5.575885062824203e-06
1714,2189,-1,5.575885062824203e-06
1714,2190,-1,5.575885062824203e-06
1714,2191,-1,5.575885062824203e-06
1303,3511,-1,3.691050329904557e-08
1008,14474,-1,0.015695725397079648
804,17044,0,0.5
804,17045,0,0.5
862,8607,-1,2.956569889800443e-07
152,12599,-1,5.575885062824203e-06
152,12600,-1,5.575885062824203e-06
797,4166,-1,2.956569889800443e-07
797,4167,-1,2.956569889800443e-07
797,4168,-1,2.956569889800443e-07
492,12064,-1,5.575885062824203e-06
492,12065,-1,5.575885062824203e-06
295,242,-1,6.858096507498553e-06
295,244,-1,6.858096507498553e-06
115,5621,-1,2.956569889800443e-07
115,5622,-1,2.956569889800443e-07
353,7140,-1,2.956569889800443e-07
100,9121,-1,2.956569889800443e-07
1165,11834,-1,4.795263873967413e-08
1165,11835,-1,4.795263873967413e-08
1165,11836,-1,4.795263873967413e-08
1102,15049,-1,5.575885062824203e-06
29,8627,-1,2.956569889800443e-07
29,8628,-1,2.956569889800443e-07
653,12447,-1,5.575885062824203e-06
653,12451,-1,5.575885062824203e-06
408,4686,-1,2.956569889800443e-07
408,4695,-1,2.956569889800443e-07
333,13565,-1,5.575885062824203e-06
333,13566,-1,5.575885062824203e-06
333,13567,-1,5.575885062824203e-06
333,13568,-1,5.575885062824203e-06
795,2525,-1,5.575885062824203e-06
403,2765,-1,0.000129323770715616
153,8857,-1,2.956569889800443e-07
153,8858,-1,2.956569889800443e-07
153,8859,-1,2.956569889800443e-07
153,8860,-1,2.956569889800443e-07
153,8861,-1,2.956569889800443e-07
1089,5723,0,0.5
853,8126,-1,5.575885062824203e-06
853,8127,-1,5.575885062824203e-06
1355,2880,-1,4.795263873967413e-08
1355,2885,-1,4.795263873967413e-08
675,1305,-1,5.575885062824203e-06
675,1306,-1,5.575885062824203e-06
322,6190,-1,5.27887927301375e-06
322,6191,-1,5.27887927301375e-06
644,12447,-1,5.575885062824203e-06
644,12450,-1,5.575885062824203e-06
644,12451,-1,5.575885062824203e-06
1018,178,-1,5.575885062824203e-06
1018,180,-1,5.575885062824203e-06
1170,9559,-1,3.691050329904557e-08
796,3880,-1,2.956569889800443e-07
1089,5724,0,0.5
1029,12599,-1,4.795263873967413e-08
1029,12600,-1,4.795263873967413e-08
987,3357,0,0.5
987,3363,0,0.5
696,6331,-1,2.956569889800443e-07
696,6332,-1,2.956569889800443e-07
687,1372,-1,0.000129323770715616
687,1373,-1,0.000129323770715616
782,5545,-1,2.956569889800443e-07
1008,14473,-1,0.015695725397079648
329,14107,-1,2.956569889800443e-07
1102,15050,-1,5.575885062824203e-06
702,15618,-1,2.956569889800443e-07
324,6190,-1,0.000129323770715616
324,6191,-1,0.000129323770715616
862,8616,-1,2.956569889800443e-07
299,8569,-1,5.575885062824203e-06
299,8570,-1,5.575885062824203e-06
299,8572,-1,5.575885062824203e-06
299,8573,-1,5.575885062824203e-06
305,6231,-1,6.858096507498553e-06
329,14106,-1,2.956569889800443e-07
646,12446,-1,5.575885062824203e-06
646,12447,-1,5.575885062824203e-06
646,12448,-1,5.575885062824203e-06
646,12449,-1,5.575885062824203e-06
646,12450,-1,5.575885062824203e-06
646,12451,-1,5.575885062824203e-06
438,6491,-1,2.956569889800443e-07
438,6490,-1,2.956569889800443e-07
1007,7875,-1,5.575885062824203e-06
1007,7876,-1,5.575885062824203e-06
1038,15421,-1,4.795263873967413e-08
1038,15422,-1,4.795263873967413e-08
448,3833,-1,5.575885062824203e-06
937,1484,0,0.5
937,1485,0,0.5
0,2652,-1,2.956569889800443e-07
416,8776,-1,2.956569889800443e-07
1291,2349,0,0.5
1291,2350,0,0.5
1291,2353,0,0.5
1291,2354,0,0.5
1291,2355,0,0.5
237,8333,-1,2.956569889800443e-07
1516,13861,-1,3.691050329904557e-08
442,3824,-1,2.956569889800443e-07
442,3825,-1,2.956569889800443e-07
352,7140,-1,2.956569889800443e-07
542,12598,-1,5.575885062824203e-06
115,5665,-1,2.956569889800443e-07
115,5666,-1,2.956569889800443e-07
1461,9526,-1,3.691050329904557e-08
1461,9527,-1,3.691050329904557e-08
1461,9528,-1,3.691050329904557e-08
652,12447,-1,5.575885062824203e-06
652,12450,-1,5.575885062824203e-06
652,12451,-1,5.575885062824203e-06
65,4612,-1,5.575885062824203e-06
1018,168,-1,5.575885062824203e-06
1018,170,-1,5.575885062824203e-06
1018,172,-1,5.575885062824203e-06
1018,174,-1,5.575885062824203e-06
1401,11307,-1,4.795263873967413e-08
441,12594,-1,5.575885062824203e-06
441,12596,-1,5.575885062824203e-06
441,12597,-1,5.575885062824203e-06
836,9873,-1,2.956569889800443e-07
1140,5813,-1,5.575885062824203e-06
517,1980,-1,2.956569889800443e-07
517,1981,-1,2.956569889800443e-07
517,1982,-1,2.956569889800443e-07
517,1983,-1,2.956569889800443e-07
517,1984,-1,2.956569889800443e-07
517,1985,-1,2.956569889800443e-07
517,1986,-1,2.956569889800443e-07
1163,14170,-1,8.561855698016328e-07
1163,14171,-1,8.561855698016328e-07
326,8717,-1,2.956569889800443e-07
326,8718,-1,2.956569889800443e-07
326,8719,-1,2.956569889800443e-07
326,8720,-1,2.956569889800443e-07
326,8721,-1,2.956569889800443e-07
408,4690,-1,2.956569889800443e-07
887,8616,-1,6.858096507498553e-06
237,8357,-1,2.956569889800443e-07
237,8358,-1,2.956569889800443e-07
237,8359,-1,2.956569889800443e-07
326,8722,-1,2.956569889800443e-07
586,3455,-1,0.000129323770715616
587,8789,-1,2.956569889800443e-07
587,8793,-1,2.956569889800443e-07
398,8992,-1,2.956569889800443e-07
398,8993,-1,2.956569889800443e-07
66,1796,-1,6.858096507498553e-06
66,1797,-1,6.858096507498553e-06
67,1796,-1,6.858096507498553e-06
67,1797,-1,6.858096507498553e-06
299,8562,-1,5.575885062824203e-06
482,1584,-1,2.956569889800443e-07
482,1585,-1,2.956569889800443e-07
675,1300,-1,5.575885062824203e-06
675,1301,-1,5.575885062824203e-06
675,1302,-1,5.575885062824203e-06
435,6491,-1,2.956569889800443e-07
435,6490,-1,2.956569889800443e-07
1328,1664,-1,4.795263873967413e-08
1328,1665,-1,4.795263873967413e-08
1402,6329,-1,1.957140597998688e-09
1402,6330,-1,1.957140597998688e-09
1090,8655,0,0.5
1090,8656,0,0.5
1239,14947,0,0.5
510,14625,-1,2.956569889800443e-07
510,14626,-1,2.956569889800443e-07
405,1649,-1,0.000129323770715616
1181,4659,-1,5.575885062824203e-06
1181,4660,-1,5.575885062824203e-06
679,1300,-1,5.575885062824203e-06
679,1301,-1,5.575885062824203e-06
679,1302,-1,5.575885062824203e-06
1178,4589,-1,4.795263873967413e-08
387,14712,-1,5.575885062824203e-06
387,14713,-1,5.575885062824203e-06
777,5461,-1,5.575885062824203e-06
889,8606,-1,5.575885062824203e-06
1293,1351,-1,0.000129323770715616
1293,1354,-1,0.000129323770715616
782,5544,-1,2.956569889800443e-07
236,7620,-1,5.27887927301375e-06
236,7622,-1,5.27887927301375e-06
1313,11625,-1,1.0786885862842648e-05
1313,11628,-1,1.0786885862842648e-05
687,1374,-1,0.000129323770715616
687,1375,-1,0.000129323770715616
687,1376,-1,0.000129323770715616
1441,4215,0,0.5
1585,15232,-1,3.691050329904557e-08
1585,15233,-1,3.691050329904557e-08
889,8616,-1,0.000129323770715616
3,7154,-1,5.575885062824203e-06
408,4689,-1,2.956569889800443e-07
355,7140,-1,2.956569889800443e-07
542,9543,-1,0.000129323770715616
542,9544,-1,0.000129323770715616
542,9545,-1,0.000129323770715616
64,1796,-1,6.858096507498553e-06
64,1797,-1,6.858096507498553e-06
154,8992,-1,2.956569889800443e-07
154,8993,-1,2.956569889800443e-07
1337,4122,-1,4.795263873967413e-08
1337,4123,-1,4.795263873967413e-08
644,5363,-1,5.575885062824203e-06
644,5364,-1,5.575885062824203e-06
644,5365,-1,5.575885062824203e-06
105,7968,-1,1.527105066185777e-05
105,7969,-1,1.527105066185777e-05
105,7970,-1,1.527105066185777e-05
105,7971,-1,1.527105066185777e-05
1439,1352,-1,0.000129323770715616
1439,1349,-1,0.000129323770715616
1825,5946,-1,5.575885062824203e-06
1825,5948,-1,5.575885062824203e-06
655,12447,-1,5.575885062824203e-06
655,12450,-1,5.575885062824203e-06
346,16815,-1,5.575885062824203e-06
378,1508,-1,0.000129323770715616
717,12152,-1,2.956569889800443e-07
717,12153,-1,2.956569889800443e-07
236,552,-1,5.27887927301375e-06
236,554,-1,5.27887927301375e-06
1293,1349,-1,5.575885062824203e-06
1293,1352,-1,5.575885062824203e-06
1044,16238,-1,5.77028880943779e-06
1044,16239,-1,5.77028880943779e-06
1044,16240,-1,5.77028880943779e-06
1018,5776,-1,5.575885062824203e-06
1018,5778,-1,5.575885062824203e-06
1018,5780,-1,5.575885062824203e-06
1018,5782,-1,5.575885062824203e-06
1793,1507,-1,0.006636361847653927
444,7968,-1,5.575885062824203e-06
444,7969,-1,5.575885062824203e-06
444,7970,-1,5.575885062824203e-06
444,7971,-1,5.575885062824203e-06
569,12096,-1,2.956569889800443e-07
569,12097,-1,2.956569889800443e-07
571,12096,-1,2.956569889800443e-07
571,12097,-1,2.956569889800443e-07
1037,11040,-1,4.795263873967413e-08
1037,11041,-1,4.795263873967413e-08
1037,11042,-1,4.795263873967413e-08
1719,2203,0,0.5
354,7142,-1,2.956569889800443e-07
354,7143,-1,2.956569889800443e-07
68,2689,-1,5.575885062824203e-06
68,2690,-1,5.575885062824203e-06
273,14716,-1,5.575885062824203e-06
164,8397,-1,2.956569889800443e-07
164,8399,-1,2.956569889800443e-07
1043,1584,-1,4.795263873967413e-08
1043,1585,-1,4.795263873967413e-08
279,2024,-1,0.000129323770715616
279,2025,-1,0.000129323770715616
1115,1284,-1,0.000129323770715616
270,3884,-1,5.575885062824203e-06
694,13214,-1,2.956569889800443e-07
694,13215,-1,2.956569889800443e-07
441,6190,-1,5.575885062824203e-06
441,6191,-1,5.575885062824203e-06
702,15620,-1,2.956569889800443e-07
702,15621,-1,2.956569889800443e-07
702,15622,-1,2.956569889800443e-07
1527,15516,-1,0.0007109003047607822
1527,15517,-1,0.0007109003047607822
1864,3760,-1,0.000129323770715616
1864,3761,-1,0.000129323770715616
1864,3762,-1,0.000129323770715616
643,5363,-1,5.575885062824203e-06
643,5364,-1,5.575885062824203e-06
643,5365,-1,5.575885062824203e-06
39,7125,-1,5.575885062824203e-06
39,7126,-1,5.575885062824203e-06
39,7127,-1,5.575885062824203e-06
39,7124,-1,5.575885062824203e-06
156,4587,-1,2.956569889800443e-07
156,4588,-1,2.956569889800443e-07
989,3022,-1,5.575885062824203e-06
697,6342,-1,2.956569889800443e-07
697,6343,-1,2.956569889800443e-07
1395,9101,-1,0.000129323770715616
861,5800,0,0.5
665,5363,-1,5.575885062824203e-06
665,5364,-1,5.575885062824203e-06
665,5365,-1,5.575885062824203e-06
655,15872,-1,5.575885062824203e-06
655,15873,-1,5.575885062824203e-06
1719,2201,0,0.5
1427,2200,-1,1.1123215234296987e-06
1427,2201,-1,1.1123215234296987e-06
1427,2202,-1,1.1123215234296987e-06
268,5673,0,0.5
268,5674,0,0.5
1168,16502,-1,3.691050329904557e-08
1102,15047,-1,5.575885062824203e-06
197,4262,-1,6.858096507498553e-06
197,4263,-1,6.858096507498553e-06
538,2308,-1,5.575885062824203e-06
538,2309,-1,5.575885062824203e-06
616,11066,-1,0.000129323770715616
616,11067,-1,0.000129323770715616
616,11068,-1,0.000129323770715616
616,11069,-1,0.000129323770715616
22,12409,-1,6.858096507498553e-06
22,12410,-1,6.858096507498553e-06
542,12599,-1,5.575885062824203e-06
1550,1259,-1,4.795263873967413e-08
1550,1260,-1,4.795263873967413e-08
1550,1261,-1,4.795263873967413e-08
1550,1262,-1,4.795263873967413e-08
161,8540,-1,2.956569889800443e-07
275,910,-1,5.575885062824203e-06
275,913,-1,5.575885062824203e-06
841,2310,-1,2.956569889800443e-07
841,2311,-1,2.956569889800443e-07
1438,1352,-1,0.000129323770715616
658,5363,-1,5.575885062824203e-06
658,5364,-1,5.575885062824203e-06
658,5365,-1,5.575885062824203e-06
1226,1636,-1,5.575885062824203e-06
157,4641,-1,2.956569889800443e-07
157,4650,-1,2.956569889800443e-07
1395,9100,-1,0.000129323770715616
887,8608,-1,2.956569889800443e-07
887,8609,-1,2.956569889800443e-07
1594,3773,-1,3.691050329904557e-08
1594,3774,-1,3.691050329904557e-08
1282,3826,-1,1.1123215234296987e-06
1282,3827,-1,1.1123215234296987e-06
275,9130,-1,5.575885062824203e-06
275,9131,-1,5.575885062824203e-06
1277,16878,-1,5.575885062824203e-06
346,16810,-1,5.575885062824203e-06
1203,15327,-1,4.795263873967413e-08
1203,15328,-1,4.795263873967413e-08
421,3836,-1,2.956569889800443e-07
421,3837,-1,2.956569889800443e-07
591,1563,-1,8.691996671634727e-05
591,1564,-1,8.691996671634727e-05
1430,5698,-1,9.954713010083289e-05
1430,5699,-1,9.954713010083289e-05
1567,15524,-1,4.795263873967413e-08
1363,5489,-1,4.795263873967413e-08
1363,5490,-1,4.795263873967413e-08
313,4814,-1,2.956569889800443e-07
313,4816,-1,2.956569889800443e-07
795,2526,-1,5.575885062824203e-06
9,16353,-1,2.956569889800443e-07
9,16354,-1,2.956569889800443e-07
346,16817,-1,5.575885062824203e-06
3,7144,-1,5.575885062824203e-06
3,7145,-1,5.575885062824203e-06
295,6058,-1,6.858096507498553e-06
295,6060,-1,6.858096507498553e-06
134,13898,-1,2.956569889800443e-07
355,7141,-1,2.956569889800443e-07
633,1027,-1,5.575885062824203e-06
1499,15525,-1,3.691050329904557e-08
1173,8614,-1,4.795263873967413e-08
1173,8615,-1,4.795263873967413e-08
270,3882,-1,5.575885062824203e-06
317,8657,-1,5.575885062824203e-06
317,8658,-1,5.575885062824203e-06
1609,3025,-1,0.000129323770715616
1609,3026,-1,0.000129323770715616
1609,3027,-1,0.000129323770715616
1609,3028,-1,0.000129323770715616
1609,3029,-1,0.000129323770715616
1609,3030,-1,0.000129323770715616
1609,3031,-1,0.000129323770715616
1609,3032,-1,0.000129323770715616
989,3388,-1,5.575885062824203e-06
989,3389,-1,5.575885062824203e-06
989,3390,-1,5.575885062824203e-06
1311,8673,-1,1.1123215234296987e-06
600,2310,-1,2.956569889800443e-07
600,2311,-1,2.956569889800443e-07
305,6224,-1,6.858096507498553e-06
305,6225,-1,6.858096507498553e-06
1446,14897,0,0.5
1446,14898,0,0.5
777,5455,-1,5.575885062824203e-06
777,5456,-1,5.575885062824203e-06
294,13084,-1,0.0003541114966119002
294,13086,-1,0.0003541114966119002
294,13087,-1,0.0003541114966119002
294,13088,-1,0.0003541114966119002
294,13089,-1,0.0003541114966119002
294,13090,-1,0.0003541114966119002
294,13091,-1,0.0003541114966119002
294,13092,-1,0.0003541114966119002
605,16353,-1,5.575885062824203e-06
605,16354,-1,5.575885062824203e-06
675,1307,-1,5.575885062824203e-06
675,1308,-1,5.575885062824203e-06
960,15634,-1,4.795263873967413e-08
1297,3465,-1,0.00010301751244668348
1297,3466,-1,0.00010301751244668348
213,5484,-1,5.575885062824203e-06
213,5485,-1,5.575885062824203e-06
3,7150,-1,5.575885062824203e-06
3,7151,-1,5.575885062824203e-06
989,10504,-1,5.575885062824203e-06
989,10505,-1,5.575885062824203e-06
345,16814,-1,5.575885062824203e-06
1052,6903,0,0.5
1052,6904,0,0.5
194,9563,-1,2.956569889800443e-07
194,9564,-1,2.956569889800443e-07
194,9565,-1,2.956569889800443e-07
